date,week,species,treatment,trial,plant,leaf,stomata_count,fov_mm
1-Mar,4,P,A,1,7,1,15,0.2
1-Mar,4,P,A,1,7,2,14,0.2
1-Mar,4,P,A,1,7,2,17,0.2
1-Mar,4,P,A,1,7,2,15,0.2
1-Mar,4,P,A,1,8,1,16,0.2
1-Mar,4,P,A,1,8,1,17,0.2
1-Mar,4,P,A,1,8,1,18,0.2
1-Mar,4,P,A,1,8,2,17,0.2
1-Mar,4,P,A,1,8,2,16,0.2
1-Mar,4,P,A,1,8,2,18,0.2
1-Mar,4,P,A,1,9,1,15,0.2
1-Mar,4,P,A,1,9,1,10,0.2
1-Mar,4,P,A,1,9,1,11,0.2
1-Mar,4,P,A,1,9,2,11,0.2
1-Mar,4,P,A,1,9,2,10,0.2
1-Mar,4,P,A,1,9,2,15,0.2
1-Mar,4,P,A,1,10,1,12,0.2
1-Mar,4,P,A,1,10,1,15,0.2
1-Mar,4,P,A,1,10,1,15,0.2
1-Mar,4,P,A,1,10,2,10,0.2
1-Mar,4,P,A,1,10,2,13,0.2
1-Mar,4,P,A,1,10,2,14,0.2
15-Mar,1,P,C,2,11,1,5,0.2
15-Mar,1,P,C,2,11,1,5,0.2
15-Mar,1,P,C,2,11,1,6,0.2
15-Mar,1,P,C,2,11,2,8,0.2
15-Mar,1,P,C,2,11,2,5,0.2
15-Mar,1,P,C,2,11,2,6,0.2
15-Mar,1,P,C,2,12,1,10,0.2
15-Mar,1,P,C,2,12,1,10,0.2
15-Mar,1,P,C,2,12,1,7,0.2
15-Mar,1,P,C,2,12,2,10,0.2
15-Mar,1,P,C,2,12,2,10,0.2
15-Mar,1,P,C,2,12,2,12,0.2
15-Mar,1,P,C,2,13,1,4,0.2
15-Mar,1,P,C,2,13,1,5,0.2
15-Mar,1,P,C,2,13,1,5,0.2
15-Mar,1,P,C,2,13,2,6,0.2
15-Mar,1,P,C,2,13,2,5,0.2
15-Mar,1,P,C,2,13,2,6,0.2
15-Mar,1,P,C,2,14,1,6,0.2
15-Mar,1,P,C,2,14,1,6,0.2
15-Mar,1,P,C,2,14,1,7,0.2
15-Mar,1,P,C,2,14,2,7,0.2
15-Mar,1,P,C,2,14,2,7,0.2
15-Mar,1,P,C,2,14,2,5,0.2
15-Mar,1,P,C,2,15,1,6,0.2
15-Mar,1,P,C,2,15,1,5,0.2
15-Mar,1,P,C,2,15,1,7,0.2
15-Mar,1,P,C,2,15,2,4,0.2
15-Mar,1,P,C,2,15,2,7,0.2
15-Mar,1,P,C,2,15,2,5,0.2
15-Mar,1,P,C,2,16,1,6,0.2
15-Mar,1,P,C,2,16,1,4,0.2
15-Mar,1,P,C,2,16,1,6,0.2
15-Mar,1,P,C,2,16,2,6,0.2
15-Mar,1,P,C,2,16,2,8,0.2
15-Mar,1,P,C,2,16,2,8,0.2
15-Mar,1,P,C,2,17,1,6,0.2
15-Mar,1,P,C,2,17,1,7,0.2
15-Mar,1,P,C,2,17,1,5,0.2
15-Mar,1,P,C,2,17,2,5,0.2
15-Mar,1,P,C,2,17,2,5,0.2
15-Mar,1,P,C,2,17,2,7,0.2
15-Mar,1,P,C,2,18,1,6,0.2
15-Mar,1,P,C,2,18,1,5,0.2
15-Mar,1,P,C,2,18,1,7,0.2
15-Mar,1,P,C,2,18,2,5,0.2
15-Mar,1,P,C,2,18,2,5,0.2
15-Mar,1,P,C,2,18,2,8,0.2
15-Mar,1,P,C,2,19,1,7,0.2
15-Mar,1,P,C,2,19,1,8,0.2
15-Mar,1,P,C,2,19,1,7,0.2
15-Mar,1,P,C,2,19,2,9,0.2
15-Mar,1,P,C,2,19,2,7,0.2
15-Mar,1,P,C,2,19,2,6,0.2
15-Mar,1,P,C,2,20,1,8,0.2
15-Mar,1,P,C,2,20,1,10,0.2
15-Mar,1,P,C,2,20,1,6,0.2
15-Mar,1,P,C,2,20,2,8,0.2
15-Mar,1,P,C,2,20,2,8,0.2
15-Mar,1,P,C,2,20,2,8,0.2
15-Mar,1,P,A,2,11,1,9,0.2
15-Mar,1,P,A,2,11,1,7,0.2
15-Mar,1,P,A,2,11,1,9,0.2
15-Mar,1,P,A,2,11,2,9,0.2
15-Mar,1,P,A,2,11,2,11,0.2
15-Mar,1,P,A,2,11,2,10,0.2
15-Mar,1,P,A,2,12,1,7,0.2
15-Mar,1,P,A,2,12,1,5,0.2
15-Mar,1,P,A,2,12,1,8,0.2
15-Mar,1,P,A,2,12,2,7,0.2
15-Mar,1,P,A,2,12,2,9,0.2
15-Mar,1,P,A,2,12,2,8,0.2
15-Mar,1,P,A,2,13,1,7,0.2
15-Mar,1,P,A,2,13,1,5,0.2
15-Mar,1,P,A,2,13,1,6,0.2
15-Mar,1,P,A,2,13,2,6,0.2
15-Mar,1,P,A,2,13,2,7,0.2
15-Mar,1,P,A,2,13,2,8,0.2
15-Mar,1,P,A,2,14,1,7,0.2
15-Mar,1,P,A,2,14,1,7,0.2
15-Mar,1,P,A,2,14,1,6,0.2
15-Mar,1,P,A,2,14,2,6,0.2
15-Mar,1,P,A,2,14,2,4,0.2
15-Mar,1,P,A,2,14,2,6,0.2
15-Mar,1,P,A,2,15,1,6,0.2
15-Mar,1,P,A,2,15,1,6,0.2
15-Mar,1,P,A,2,15,1,6,0.2
15-Mar,1,P,A,2,15,2,7,0.2
15-Mar,1,P,A,2,15,2,9,0.2
15-Mar,1,P,A,2,15,2,10,0.2
15-Mar,1,P,A,2,16,1,8,0.2
15-Mar,1,P,A,2,16,1,11,0.2
15-Mar,1,P,A,2,16,1,9,0.2
15-Mar,1,P,A,2,16,2,9,0.2
15-Mar,1,P,A,2,16,2,12,0.2
15-Mar,1,P,A,2,16,2,11,0.2
15-Mar,1,P,A,2,17,1,9,0.2
15-Mar,1,P,A,2,17,1,9,0.2
15-Mar,1,P,A,2,17,1,6,0.2
15-Mar,1,P,A,2,17,2,10,0.2
15-Mar,1,P,A,2,17,2,12,0.2
15-Mar,1,P,A,2,17,2,11,0.2
15-Mar,1,P,A,2,18,1,6,0.2
15-Mar,1,P,A,2,18,1,9,0.2
15-Mar,1,P,A,2,18,1,8,0.2
15-Mar,1,P,A,2,18,2,9,0.2
15-Mar,1,P,A,2,18,2,10,0.2
15-Mar,1,P,A,2,18,2,14,0.2
15-Mar,1,P,A,2,19,1,10,0.2
15-Mar,1,P,A,2,19,1,8,0.2
15-Mar,1,P,A,2,19,1,11,0.2
15-Mar,1,P,A,2,19,2,12,0.2
15-Mar,1,P,A,2,19,2,10,0.2
15-Mar,1,P,A,2,19,2,12,0.2
15-Mar,1,P,A,2,20,1,16,0.2
15-Mar,1,P,A,2,20,1,12,0.2
15-Mar,1,P,A,2,20,1,13,0.2
15-Mar,1,P,A,2,20,2,16,0.2
15-Mar,1,P,A,2,20,2,16,0.2
15-Mar,1,P,A,2,20,2,12,0.2
22-Mar,2,P,C,2,11,1,17,0.2
22-Mar,2,P,C,2,11,1,17,0.2
22-Mar,2,P,C,2,11,1,17,0.2
22-Mar,2,P,C,2,11,2,19,0.2
22-Mar,2,P,C,2,11,2,20,0.2
22-Mar,2,P,C,2,11,2,19,0.2
22-Mar,2,P,C,2,12,1,21,0.2
22-Mar,2,P,C,2,12,1,22,0.2
22-Mar,2,P,C,2,12,1,22,0.2
22-Mar,2,P,C,2,12,2,14,0.2
22-Mar,2,P,C,2,12,2,14,0.2
22-Mar,2,P,C,2,12,2,16,0.2
22-Mar,2,P,C,2,13,1,11,0.2
22-Mar,2,P,C,2,13,1,10,0.2
22-Mar,2,P,C,2,13,1,8,0.2
22-Mar,2,P,C,2,13,2,21,0.2
22-Mar,2,P,C,2,13,2,20,0.2
22-Mar,2,P,C,2,13,2,21,0.2
22-Mar,2,P,C,2,14,1,12,0.2
22-Mar,2,P,C,2,14,1,13,0.2
22-Mar,2,P,C,2,14,1,9,0.2
22-Mar,2,P,C,2,14,2,21,0.2
22-Mar,2,P,C,2,14,2,20,0.2
22-Mar,2,P,C,2,14,2,14,0.2
22-Mar,2,P,C,2,15,1,21,0.2
22-Mar,2,P,C,2,15,1,21,0.2
22-Mar,2,P,C,2,15,1,27,0.2
22-Mar,2,P,C,2,15,2,7,0.2
22-Mar,2,P,C,2,15,2,6,0.2
22-Mar,2,P,C,2,15,2,6,0.2
22-Mar,2,P,C,2,16,1,16,0.2
22-Mar,2,P,C,2,16,1,18,0.2
22-Mar,2,P,C,2,16,1,21,0.2
22-Mar,2,P,C,2,16,2,7,0.2
22-Mar,2,P,C,2,16,2,9,0.2
22-Mar,2,P,C,2,16,2,7,0.2
22-Mar,2,P,C,2,17,1,19,0.2
22-Mar,2,P,C,2,17,1,14,0.2
22-Mar,2,P,C,2,17,1,17,0.2
22-Mar,2,P,C,2,17,2,18,0.2
22-Mar,2,P,C,2,17,2,21,0.2
22-Mar,2,P,C,2,17,2,22,0.2
22-Mar,2,P,C,2,18,1,15,0.2
22-Mar,2,P,C,2,18,1,16,0.2
22-Mar,2,P,C,2,18,1,21,0.2
22-Mar,2,P,C,2,18,2,15,0.2
22-Mar,2,P,C,2,18,2,11,0.2
22-Mar,2,P,C,2,18,2,10,0.2
22-Mar,2,P,C,2,19,1,20,0.2
22-Mar,2,P,C,2,19,1,20,0.2
22-Mar,2,P,C,2,19,1,19,0.2
22-Mar,2,P,C,2,19,2,11,0.2
22-Mar,2,P,C,2,19,2,9,0.2
22-Mar,2,P,C,2,19,2,9,0.2
22-Mar,2,P,C,2,20,1,22,0.2
22-Mar,2,P,C,2,20,1,19,0.2
22-Mar,2,P,C,2,20,1,22,0.2
22-Mar,2,P,C,2,20,2,18,0.2
22-Mar,2,P,C,2,20,2,17,0.2
22-Mar,2,P,C,2,20,2,12,0.2
22-Mar,2,P,A,2,11,1,25,0.2
22-Mar,2,P,A,2,11,1,26,0.2
22-Mar,2,P,A,2,11,1,26,0.2
22-Mar,2,P,A,2,11,2,23,0.2
22-Mar,2,P,A,2,11,2,23,0.2
22-Mar,2,P,A,2,11,2,21,0.2
22-Mar,2,P,A,2,12,1,16,0.2
22-Mar,2,P,A,2,12,1,17,0.2
22-Mar,2,P,A,2,12,1,13,0.2
22-Mar,2,P,A,2,12,2,21,0.2
22-Mar,2,P,A,2,12,2,18,0.2
22-Mar,2,P,A,2,12,2,19,0.2
22-Mar,2,P,A,2,13,1,11,0.2
22-Mar,2,P,A,2,13,1,15,0.2
22-Mar,2,P,A,2,13,1,13,0.2
22-Mar,2,P,A,2,13,2,20,0.2
22-Mar,2,P,A,2,13,2,19,0.2
22-Mar,2,P,A,2,13,2,22,0.2
22-Mar,2,P,A,2,14,1,22,0.2
22-Mar,2,P,A,2,14,1,26,0.2
22-Mar,2,P,A,2,14,1,21,0.2
22-Mar,2,P,A,2,14,2,21,0.2
22-Mar,2,P,A,2,14,2,15,0.2
22-Mar,2,P,A,2,14,2,18,0.2
22-Mar,2,P,A,2,15,1,18,0.2
22-Mar,2,P,A,2,15,1,21,0.2
22-Mar,2,P,A,2,15,1,14,0.2
22-Mar,2,P,A,2,15,2,14,0.2
22-Mar,2,P,A,2,15,2,11,0.2
22-Mar,2,P,A,2,15,2,12,0.2
22-Mar,2,P,A,2,16,1,21,0.2
22-Mar,2,P,A,2,16,1,19,0.2
22-Mar,2,P,A,2,16,1,21,0.2
22-Mar,2,P,A,2,16,2,23,0.2
22-Mar,2,P,A,2,16,2,18,0.2
22-Mar,2,P,A,2,16,2,21,0.2
22-Mar,2,P,A,2,18,1,13,0.2
22-Mar,2,P,A,2,18,1,13,0.2
22-Mar,2,P,A,2,18,1,16,0.2
22-Mar,2,P,A,2,18,2,12,0.2
22-Mar,2,P,A,2,18,2,14,0.2
22-Mar,2,P,A,2,18,2,13,0.2
22-Mar,2,P,A,2,19,1,15,0.2
22-Mar,2,P,A,2,19,1,13,0.2
22-Mar,2,P,A,2,19,1,17,0.2
22-Mar,2,P,A,2,19,2,16,0.2
22-Mar,2,P,A,2,19,2,16,0.2
22-Mar,2,P,A,2,19,2,17,0.2
22-Mar,2,P,A,2,20,1,11,0.2
22-Mar,2,P,A,2,20,1,16,0.2
22-Mar,2,P,A,2,20,1,18,0.2
22-Mar,2,P,A,2,20,2,25,0.2
22-Mar,2,P,A,2,20,2,22,0.2
22-Mar,2,P,A,2,20,2,16,0.2
29-Mar,3,P,C,2,11,1,14,0.2
29-Mar,3,P,C,2,11,1,17,0.2
29-Mar,3,P,C,2,11,1,16,0.2
29-Mar,3,P,C,2,11,2,17,0.2
29-Mar,3,P,C,2,11,2,14,0.2
29-Mar,3,P,C,2,11,2,18,0.2
29-Mar,3,P,C,2,12,1,16,0.2
29-Mar,3,P,C,2,12,1,19,0.2
29-Mar,3,P,C,2,12,1,18,0.2
29-Mar,3,P,C,2,12,2,15,0.2
29-Mar,3,P,C,2,12,2,15,0.2
29-Mar,3,P,C,2,12,2,15,0.2
29-Mar,3,P,C,2,13,1,12,0.2
29-Mar,3,P,C,2,13,1,15,0.2
29-Mar,3,P,C,2,13,1,13,0.2
29-Mar,3,P,C,2,13,2,19,0.2
29-Mar,3,P,C,2,13,2,18,0.2
29-Mar,3,P,C,2,13,2,17,0.2
29-Mar,3,P,C,2,14,1,11,0.2
29-Mar,3,P,C,2,14,1,12,0.2
29-Mar,3,P,C,2,14,1,13,0.2
29-Mar,3,P,C,2,14,2,15,0.2
29-Mar,3,P,C,2,14,2,13,0.2
29-Mar,3,P,C,2,14,2,22,0.2
29-Mar,3,P,C,2,15,1,20,0.2
29-Mar,3,P,C,2,15,1,20,0.2
29-Mar,3,P,C,2,15,1,22,0.2
29-Mar,3,P,C,2,15,2,12,0.2
29-Mar,3,P,C,2,15,2,14,0.2
29-Mar,3,P,C,2,15,2,13,0.2
29-Mar,3,P,C,2,16,1,18,0.2
29-Mar,3,P,C,2,16,1,19,0.2
29-Mar,3,P,C,2,16,1,16,0.2
29-Mar,3,P,C,2,16,2,17,0.2
29-Mar,3,P,C,2,16,2,16,0.2
29-Mar,3,P,C,2,16,2,18,0.2
29-Mar,3,P,C,2,17,1,13,0.2
29-Mar,3,P,C,2,17,1,14,0.2
29-Mar,3,P,C,2,17,1,14,0.2
29-Mar,3,P,C,2,17,2,18,0.2
29-Mar,3,P,C,2,17,2,16,0.2
29-Mar,3,P,C,2,17,2,18,0.2
29-Mar,3,P,C,2,18,1,11,0.2
29-Mar,3,P,C,2,18,1,11,0.2
29-Mar,3,P,C,2,18,1,11,0.2
29-Mar,3,P,C,2,18,2,17,0.2
29-Mar,3,P,C,2,18,2,16,0.2
29-Mar,3,P,C,2,18,2,17,0.2
29-Mar,3,P,C,2,19,1,13,0.2
29-Mar,3,P,C,2,19,1,18,0.2
29-Mar,3,P,C,2,19,1,14,0.2
29-Mar,3,P,C,2,19,2,21,0.2
29-Mar,3,P,C,2,19,2,21,0.2
29-Mar,3,P,C,2,19,2,18,0.2
29-Mar,3,P,C,2,20,1,13,0.2
29-Mar,3,P,C,2,20,1,17,0.2
29-Mar,3,P,C,2,20,1,14,0.2
29-Mar,3,P,C,2,20,2,14,0.2
29-Mar,3,P,C,2,20,2,15,0.2
29-Mar,3,P,C,2,20,2,15,0.2
29-Mar,3,P,A,2,11,1,16,0.2
29-Mar,3,P,A,2,11,1,14,0.2
29-Mar,3,P,A,2,11,1,14,0.2
29-Mar,3,P,A,2,11,2,18,0.2
29-Mar,3,P,A,2,11,2,21,0.2
29-Mar,3,P,A,2,11,2,21,0.2
29-Mar,3,P,A,2,12,1,16,0.2
29-Mar,3,P,A,2,12,1,10,0.2
29-Mar,3,P,A,2,12,1,11,0.2
29-Mar,3,P,A,2,12,2,11,0.2
29-Mar,3,P,A,2,12,2,13,0.2
29-Mar,3,P,A,2,12,2,18,0.2
29-Mar,3,P,A,2,13,1,12,0.2
29-Mar,3,P,A,2,13,1,9,0.2
29-Mar,3,P,A,2,13,1,8,0.2
29-Mar,3,P,A,2,13,2,12,0.2
29-Mar,3,P,A,2,13,2,13,0.2
29-Mar,3,P,A,2,13,2,12,0.2
29-Mar,3,P,A,2,14,1,16,0.2
29-Mar,3,P,A,2,14,1,21,0.2
29-Mar,3,P,A,2,14,1,21,0.2
29-Mar,3,P,A,2,14,2,10,0.2
29-Mar,3,P,A,2,14,2,11,0.2
29-Mar,3,P,A,2,14,2,13,0.2
29-Mar,3,P,A,2,15,1,9,0.2
29-Mar,3,P,A,2,15,1,9,0.2
29-Mar,3,P,A,2,15,1,9,0.2
29-Mar,3,P,A,2,15,2,13,0.2
29-Mar,3,P,A,2,15,2,14,0.2
29-Mar,3,P,A,2,15,2,18,0.2
29-Mar,3,P,A,2,16,1,11,0.2
29-Mar,3,P,A,2,16,1,14,0.2
29-Mar,3,P,A,2,16,1,12,0.2
29-Mar,3,P,A,2,16,2,11,0.2
29-Mar,3,P,A,2,16,2,18,0.2
29-Mar,3,P,A,2,16,2,15,0.2
29-Mar,3,P,A,2,18,1,11,0.2
29-Mar,3,P,A,2,18,1,16,0.2
29-Mar,3,P,A,2,18,1,10,0.2
29-Mar,3,P,A,2,18,2,11,0.2
29-Mar,3,P,A,2,18,2,11,0.2
29-Mar,3,P,A,2,18,2,9,0.2
29-Mar,3,P,A,2,19,1,9,0.2
29-Mar,3,P,A,2,19,1,6,0.2
29-Mar,3,P,A,2,19,1,8,0.2
29-Mar,3,P,A,2,19,2,13,0.2
29-Mar,3,P,A,2,19,2,18,0.2
29-Mar,3,P,A,2,19,2,14,0.2
29-Mar,3,P,A,2,20,1,11,0.2
29-Mar,3,P,A,2,20,1,16,0.2
29-Mar,3,P,A,2,20,1,19,0.2
29-Mar,3,P,A,2,20,2,11,0.2
29-Mar,3,P,A,2,20,2,10,0.2
29-Mar,3,P,A,2,20,2,10,0.2
19-Apr,1,B,C,1,1,1,15,0.2
19-Apr,1,B,C,1,1,1,14,0.2
19-Apr,1,B,C,1,1,1,14,0.2
19-Apr,1,B,C,1,1,2,8,0.2
19-Apr,1,B,C,1,1,2,10,0.2
19-Apr,1,B,C,1,1,2,9,0.2
19-Apr,1,B,C,1,2,1,10,0.2
19-Apr,1,B,C,1,2,1,11,0.2
19-Apr,1,B,C,1,2,1,11,0.2
19-Apr,1,B,C,1,2,2,8,0.2
19-Apr,1,B,C,1,2,2,10,0.2
19-Apr,1,B,C,1,2,2,9,0.2
19-Apr,1,B,C,1,3,1,10,0.2
19-Apr,1,B,C,1,3,1,8,0.2
19-Apr,1,B,C,1,3,1,12,0.2
19-Apr,1,B,C,1,3,2,10,0.2
19-Apr,1,B,C,1,3,2,11,0.2
19-Apr,1,B,C,1,3,2,9,0.2
19-Apr,1,B,C,1,4,1,10,0.2
19-Apr,1,B,C,1,4,1,11,0.2
19-Apr,1,B,C,1,4,1,12,0.2
19-Apr,1,B,C,1,4,2,12,0.2
19-Apr,1,B,C,1,4,2,14,0.2
19-Apr,1,B,C,1,4,2,12,0.2
19-Apr,1,B,C,1,5,1,8,0.2
19-Apr,1,B,C,1,5,1,11,0.2
19-Apr,1,B,C,1,5,1,10,0.2
19-Apr,1,B,C,1,5,2,11,0.2
19-Apr,1,B,C,1,5,2,9,0.2
19-Apr,1,B,C,1,5,2,11,0.2
19-Apr,1,B,C,1,6,1,6,0.2
19-Apr,1,B,C,1,6,1,6,0.2
19-Apr,1,B,C,1,6,1,8,0.2
19-Apr,1,B,C,1,6,2,9,0.2
19-Apr,1,B,C,1,6,2,10,0.2
19-Apr,1,B,C,1,6,2,10,0.2
19-Apr,1,B,C,1,7,1,18,0.2
19-Apr,1,B,C,1,7,1,12,0.2
19-Apr,1,B,C,1,7,1,18,0.2
19-Apr,1,B,C,1,7,2,14,0.2
19-Apr,1,B,C,1,7,2,13,0.2
19-Apr,1,B,C,1,7,2,16,0.2
19-Apr,1,B,C,1,8,1,11,0.2
19-Apr,1,B,C,1,8,1,13,0.2
19-Apr,1,B,C,1,8,1,10,0.2
19-Apr,1,B,C,1,8,2,12,0.2
19-Apr,1,B,C,1,8,2,13,0.2
19-Apr,1,B,C,1,8,2,10,0.2
19-Apr,1,B,C,1,9,1,8,0.2
19-Apr,1,B,C,1,9,1,12,0.2
19-Apr,1,B,C,1,9,1,10,0.2
19-Apr,1,B,C,1,9,2,11,0.2
19-Apr,1,B,C,1,9,2,9,0.2
19-Apr,1,B,C,1,9,2,10,0.2
19-Apr,1,B,C,1,10,1,7,0.2
19-Apr,1,B,C,1,10,1,10,0.2
19-Apr,1,B,C,1,10,1,7,0.2
19-Apr,1,B,C,1,10,2,9,0.2
19-Apr,1,B,C,1,10,2,8,0.2
19-Apr,1,B,C,1,10,2,10,0.2
19-Apr,1,B,C,1,11,1,9,0.2
19-Apr,1,B,C,1,11,1,11,0.2
19-Apr,1,B,C,1,11,1,13,0.2
19-Apr,1,B,C,1,11,2,9,0.2
19-Apr,1,B,C,1,11,2,9,0.2
19-Apr,1,B,C,1,11,2,9,0.2
19-Apr,1,B,C,1,12,1,10,0.2
19-Apr,1,B,C,1,12,1,10,0.2
19-Apr,1,B,C,1,12,1,10,0.2
19-Apr,1,B,C,1,12,2,11,0.2
19-Apr,1,B,C,1,12,2,14,0.2
19-Apr,1,B,C,1,12,2,11,0.2
