date,week,species,treatment,trial,plant,leaf,stomata_count,fov_mm
19-Apr,1,B,C,1,13,1,10,0.2
19-Apr,1,B,C,1,13,1,13,0.2
19-Apr,1,B,C,1,13,1,10,0.2
19-Apr,1,B,C,1,13,2,10,0.2
19-Apr,1,B,C,1,13,2,11,0.2
19-Apr,1,B,C,1,13,2,9,0.2
19-Apr,1,B,C,1,14,1,13,0.2
19-Apr,1,B,C,1,14,1,11,0.2
19-Apr,1,B,C,1,14,1,10,0.2
19-Apr,1,B,C,1,14,2,14,0.2
19-Apr,1,B,C,1,14,2,8,0.2
19-Apr,1,B,C,1,14,2,9,0.2
19-Apr,1,B,C,1,15,1,13,0.2
19-Apr,1,B,C,1,15,1,12,0.2
19-Apr,1,B,C,1,15,1,11,0.2
19-Apr,1,B,C,1,15,2,11,0.2
19-Apr,1,B,C,1,15,2,10,0.2
19-Apr,1,B,C,1,15,2,12,0.2
19-Apr,1,B,C,1,16,1,14,0.2
19-Apr,1,B,C,1,16,1,13,0.2
19-Apr,1,B,C,1,16,1,14,0.2
19-Apr,1,B,C,1,16,2,10,0.2
19-Apr,1,B,C,1,16,2,12,0.2
19-Apr,1,B,C,1,16,2,13,0.2
19-Apr,1,B,C,1,17,1,14,0.2
19-Apr,1,B,C,1,17,1,13,0.2
19-Apr,1,B,C,1,17,1,16,0.2
19-Apr,1,B,C,1,17,2,12,0.2
19-Apr,1,B,C,1,17,2,13,0.2
19-Apr,1,B,C,1,17,2,16,0.2
19-Apr,1,B,C,1,18,1,13,0.2
19-Apr,1,B,C,1,18,1,12,0.2
19-Apr,1,B,C,1,18,1,12,0.2
19-Apr,1,B,C,1,18,2,10,0.2
19-Apr,1,B,C,1,18,2,8,0.2
19-Apr,1,B,C,1,18,2,10,0.2
19-Apr,1,B,C,1,19,1,12,0.2
19-Apr,1,B,C,1,19,1,14,0.2
19-Apr,1,B,C,1,19,1,10,0.2
19-Apr,1,B,C,1,19,2,12,0.2
19-Apr,1,B,C,1,19,2,10,0.2
19-Apr,1,B,C,1,19,2,10,0.2
19-Apr,1,B,C,1,20,1,16,0.2
19-Apr,1,B,C,1,20,1,12,0.2
19-Apr,1,B,C,1,20,1,14,0.2
19-Apr,1,B,C,1,20,2,11,0.2
19-Apr,1,B,C,1,20,2,11,0.2
19-Apr,1,B,C,1,20,2,13,0.2
19-Apr,1,B,A,1,1,1,8,0.2
19-Apr,1,B,A,1,1,1,7,0.2
19-Apr,1,B,A,1,1,1,9,0.2
19-Apr,1,B,A,1,1,2,9,0.2
19-Apr,1,B,A,1,1,2,7,0.2
19-Apr,1,B,A,1,1,2,7,0.2
19-Apr,1,B,A,1,2,1,7,0.2
19-Apr,1,B,A,1,2,1,9,0.2
19-Apr,1,B,A,1,2,1,8,0.2
19-Apr,1,B,A,1,2,2,8,0.2
19-Apr,1,B,A,1,2,2,7,0.2
19-Apr,1,B,A,1,2,2,7,0.2
19-Apr,1,B,A,1,3,1,8,0.2
19-Apr,1,B,A,1,3,1,6,0.2
19-Apr,1,B,A,1,3,1,9,0.2
19-Apr,1,B,A,1,3,2,7,0.2
19-Apr,1,B,A,1,3,2,6,0.2
19-Apr,1,B,A,1,3,2,8,0.2
19-Apr,1,B,A,1,4,1,8,0.2
19-Apr,1,B,A,1,4,1,9,0.2
19-Apr,1,B,A,1,4,1,8,0.2
19-Apr,1,B,A,1,4,2,7,0.2
19-Apr,1,B,A,1,4,2,6,0.2
19-Apr,1,B,A,1,4,2,8,0.2
19-Apr,1,B,A,1,5,1,6,0.2
19-Apr,1,B,A,1,5,1,10,0.2
19-Apr,1,B,A,1,5,1,6,0.2
19-Apr,1,B,A,1,5,2,9,0.2
19-Apr,1,B,A,1,5,2,12,0.2
19-Apr,1,B,A,1,5,2,9,0.2
19-Apr,1,B,A,1,6,1,8,0.2
19-Apr,1,B,A,1,6,1,13,0.2
19-Apr,1,B,A,1,6,1,9,0.2
19-Apr,1,B,A,1,6,2,9,0.2
19-Apr,1,B,A,1,6,2,13,0.2
19-Apr,1,B,A,1,6,2,13,0.2
19-Apr,1,B,A,1,7,1,8,0.2
19-Apr,1,B,A,1,7,1,8,0.2
19-Apr,1,B,A,1,7,1,7,0.2
19-Apr,1,B,A,1,7,2,10,0.2
19-Apr,1,B,A,1,7,2,9,0.2
19-Apr,1,B,A,1,7,2,8,0.2
19-Apr,1,B,A,1,8,1,7,0.2
19-Apr,1,B,A,1,8,1,7,0.2
19-Apr,1,B,A,1,8,1,6,0.2
19-Apr,1,B,A,1,8,2,6,0.2
19-Apr,1,B,A,1,8,2,7,0.2
19-Apr,1,B,A,1,8,2,7,0.2
19-Apr,1,B,A,1,9,1,8,0.2
19-Apr,1,B,A,1,9,1,10,0.2
19-Apr,1,B,A,1,9,1,7,0.2
19-Apr,1,B,A,1,9,2,7,0.2
19-Apr,1,B,A,1,9,2,6,0.2
19-Apr,1,B,A,1,9,2,8,0.2
19-Apr,1,B,A,1,10,1,9,0.2
19-Apr,1,B,A,1,10,1,9,0.2
19-Apr,1,B,A,1,10,1,12,0.2
19-Apr,1,B,A,1,10,2,8,0.2
19-Apr,1,B,A,1,10,2,8,0.2
19-Apr,1,B,A,1,10,2,11,0.2
19-Apr,1,B,A,1,11,1,11,0.2
19-Apr,1,B,A,1,11,1,10,0.2
19-Apr,1,B,A,1,11,1,14,0.2
19-Apr,1,B,A,1,11,2,8,0.2
19-Apr,1,B,A,1,11,2,9,0.2
19-Apr,1,B,A,1,11,2,8,0.2
19-Apr,1,B,A,1,12,1,8,0.2
19-Apr,1,B,A,1,12,1,8,0.2
19-Apr,1,B,A,1,12,1,7,0.2
19-Apr,1,B,A,1,12,2,9,0.2
19-Apr,1,B,A,1,12,2,8,0.2
19-Apr,1,B,A,1,12,2,9,0.2
19-Apr,1,B,A,1,13,1,11,0.2
19-Apr,1,B,A,1,13,1,15,0.2
19-Apr,1,B,A,1,13,1,14,0.2
19-Apr,1,B,A,1,13,2,13,0.2
19-Apr,1,B,A,1,13,2,10,0.2
19-Apr,1,B,A,1,13,2,10,0.2
19-Apr,1,B,A,1,14,1,6,0.2
19-Apr,1,B,A,1,14,1,7,0.2
19-Apr,1,B,A,1,14,1,7,0.2
19-Apr,1,B,A,1,14,2,8,0.2
19-Apr,1,B,A,1,14,2,6,0.2
19-Apr,1,B,A,1,14,2,6,0.2
19-Apr,1,B,A,1,15,1,7,0.2
19-Apr,1,B,A,1,15,1,6,0.2
19-Apr,1,B,A,1,15,1,7,0.2
19-Apr,1,B,A,1,15,2,5,0.2
19-Apr,1,B,A,1,15,2,5,0.2
19-Apr,1,B,A,1,15,2,6,0.2
19-Apr,1,B,A,1,16,1,6,0.2
19-Apr,1,B,A,1,16,1,5,0.2
19-Apr,1,B,A,1,16,1,9,0.2
19-Apr,1,B,A,1,16,2,7,0.2
19-Apr,1,B,A,1,16,2,8,0.2
19-Apr,1,B,A,1,16,2,8,0.2
19-Apr,1,B,A,1,17,1,9,0.2
19-Apr,1,B,A,1,17,1,12,0.2
19-Apr,1,B,A,1,17,1,13,0.2
19-Apr,1,B,A,1,17,2,9,0.2
19-Apr,1,B,A,1,17,2,11,0.2
19-Apr,1,B,A,1,17,2,10,0.2
19-Apr,1,B,A,1,18,1,9,0.2
19-Apr,1,B,A,1,18,1,7,0.2
19-Apr,1,B,A,1,18,1,7,0.2
19-Apr,1,B,A,1,18,2,9,0.2
19-Apr,1,B,A,1,18,2,8,0.2
19-Apr,1,B,A,1,18,2,7,0.2
19-Apr,1,B,A,1,19,1,6,0.2
19-Apr,1,B,A,1,19,1,8,0.2
19-Apr,1,B,A,1,19,1,7,0.2
19-Apr,1,B,A,1,19,2,6,0.2
19-Apr,1,B,A,1,19,2,8,0.2
19-Apr,1,B,A,1,19,2,7,0.2
19-Apr,1,B,A,1,20,1,10,0.2
19-Apr,1,B,A,1,20,1,11,0.2
19-Apr,1,B,A,1,20,1,10,0.2
19-Apr,1,B,A,1,20,2,11,0.2
19-Apr,1,B,A,1,20,2,10,0.2
19-Apr,1,B,A,1,20,2,9,0.2
26-Apr,2,B,C,1,1,1,12,0.2
26-Apr,2,B,C,1,1,1,11,0.2
26-Apr,2,B,C,1,1,1,14,0.2
26-Apr,2,B,C,1,1,2,13,0.2
26-Apr,2,B,C,1,1,2,13,0.2
26-Apr,2,B,C,1,1,2,13,0.2
26-Apr,2,B,C,1,2,1,10,0.2
26-Apr,2,B,C,1,2,1,12,0.2
26-Apr,2,B,C,1,2,1,12,0.2
26-Apr,2,B,C,1,2,2,12,0.2
26-Apr,2,B,C,1,2,2,13,0.2
26-Apr,2,B,C,1,2,2,12,0.2
26-Apr,2,B,C,1,3,1,16,0.2
26-Apr,2,B,C,1,3,1,10,0.2
26-Apr,2,B,C,1,3,1,14,0.2
26-Apr,2,B,C,1,3,2,11,0.2
26-Apr,2,B,C,1,3,2,14,0.2
26-Apr,2,B,C,1,3,2,13,0.2
26-Apr,2,B,C,1,4,1,14,0.2
26-Apr,2,B,C,1,4,1,13,0.2
26-Apr,2,B,C,1,4,1,9,0.2
26-Apr,2,B,C,1,4,2,13,0.2
26-Apr,2,B,C,1,4,2,12,0.2
26-Apr,2,B,C,1,4,2,15,0.2
26-Apr,2,B,C,1,5,1,10,0.2
26-Apr,2,B,C,1,5,1,12,0.2
26-Apr,2,B,C,1,5,1,13,0.2
26-Apr,2,B,C,1,5,2,11,0.2
26-Apr,2,B,C,1,5,2,13,0.2
26-Apr,2,B,C,1,5,2,14,0.2
26-Apr,2,B,C,1,6,1,9,0.2
26-Apr,2,B,C,1,6,1,14,0.2
26-Apr,2,B,C,1,6,1,13,0.2
26-Apr,2,B,C,1,6,2,17,0.2
26-Apr,2,B,C,1,6,2,12,0.2
26-Apr,2,B,C,1,6,2,13,0.2
26-Apr,2,B,C,1,7,1,11,0.2
26-Apr,2,B,C,1,7,1,11,0.2
26-Apr,2,B,C,1,7,1,11,0.2
26-Apr,2,B,C,1,7,2,10,0.2
26-Apr,2,B,C,1,7,2,12,0.2
26-Apr,2,B,C,1,7,2,12,0.2
26-Apr,2,B,C,1,8,1,12,0.2
26-Apr,2,B,C,1,8,1,13,0.2
26-Apr,2,B,C,1,8,1,14,0.2
26-Apr,2,B,C,1,8,2,11,0.2
26-Apr,2,B,C,1,8,2,11,0.2
26-Apr,2,B,C,1,8,2,15,0.2
26-Apr,2,B,C,1,9,1,13,0.2
26-Apr,2,B,C,1,9,1,19,0.2
26-Apr,2,B,C,1,9,1,17,0.2
26-Apr,2,B,C,1,9,2,17,0.2
26-Apr,2,B,C,1,9,2,12,0.2
26-Apr,2,B,C,1,9,2,12,0.2
26-Apr,2,B,C,1,10,1,14,0.2
26-Apr,2,B,C,1,10,1,17,0.2
26-Apr,2,B,C,1,10,1,14,0.2
26-Apr,2,B,C,1,10,2,13,0.2
26-Apr,2,B,C,1,10,2,15,0.2
26-Apr,2,B,C,1,10,2,11,0.2
26-Apr,2,B,C,1,11,1,14,0.2
26-Apr,2,B,C,1,11,1,9,0.2
26-Apr,2,B,C,1,11,1,9,0.2
26-Apr,2,B,C,1,11,2,10,0.2
26-Apr,2,B,C,1,11,2,11,0.2
26-Apr,2,B,C,1,11,2,9,0.2
26-Apr,2,B,C,1,12,1,12,0.2
26-Apr,2,B,C,1,12,1,12,0.2
26-Apr,2,B,C,1,12,1,13,0.2
26-Apr,2,B,C,1,12,2,16,0.2
26-Apr,2,B,C,1,12,2,15,0.2
26-Apr,2,B,C,1,12,2,20,0.2
26-Apr,2,B,C,1,13,1,11,0.2
26-Apr,2,B,C,1,13,1,17,0.2
26-Apr,2,B,C,1,13,1,13,0.2
26-Apr,2,B,C,1,13,2,18,0.2
26-Apr,2,B,C,1,13,2,16,0.2
26-Apr,2,B,C,1,13,2,16,0.2
26-Apr,2,B,C,1,14,1,15,0.2
26-Apr,2,B,C,1,14,1,15,0.2
26-Apr,2,B,C,1,14,1,17,0.2
26-Apr,2,B,C,1,14,2,13,0.2
26-Apr,2,B,C,1,14,2,14,0.2
26-Apr,2,B,C,1,14,2,13,0.2
26-Apr,2,B,C,1,15,1,12,0.2
26-Apr,2,B,C,1,15,1,11,0.2
26-Apr,2,B,C,1,15,1,12,0.2
26-Apr,2,B,C,1,15,2,16,0.2
26-Apr,2,B,C,1,15,2,16,0.2
26-Apr,2,B,C,1,15,2,13,0.2
26-Apr,2,B,C,1,16,1,13,0.2
26-Apr,2,B,C,1,16,1,15,0.2
26-Apr,2,B,C,1,16,1,13,0.2
26-Apr,2,B,C,1,16,2,13,0.2
26-Apr,2,B,C,1,16,2,13,0.2
26-Apr,2,B,C,1,16,2,10,0.2
26-Apr,2,B,C,1,17,1,9,0.2
26-Apr,2,B,C,1,17,1,10,0.2
26-Apr,2,B,C,1,17,1,10,0.2
26-Apr,2,B,C,1,17,2,6,0.2
26-Apr,2,B,C,1,17,2,10,0.2
26-Apr,2,B,C,1,17,2,8,0.2
26-Apr,2,B,C,1,18,1,10,0.2
26-Apr,2,B,C,1,18,1,16,0.2
26-Apr,2,B,C,1,18,1,12,0.2
26-Apr,2,B,C,1,18,2,14,0.2
26-Apr,2,B,C,1,18,2,12,0.2
26-Apr,2,B,C,1,18,2,13,0.2
26-Apr,2,B,C,1,19,1,12,0.2
26-Apr,2,B,C,1,19,1,14,0.2
26-Apr,2,B,C,1,19,1,16,0.2
26-Apr,2,B,C,1,19,2,17,0.2
26-Apr,2,B,C,1,19,2,12,0.2
26-Apr,2,B,C,1,19,2,12,0.2
26-Apr,2,B,C,1,20,1,14,0.2
26-Apr,2,B,C,1,20,1,17,0.2
26-Apr,2,B,C,1,20,1,16,0.2
26-Apr,2,B,C,1,20,2,16,0.2
26-Apr,2,B,C,1,20,2,14,0.2
26-Apr,2,B,C,1,20,2,18,0.2
26-Apr,2,B,A,1,1,1,7,0.2
26-Apr,2,B,A,1,1,1,6,0.2
26-Apr,2,B,A,1,1,1,6,0.2
26-Apr,2,B,A,1,1,2,9,0.2
26-Apr,2,B,A,1,1,2,8,0.2
26-Apr,2,B,A,1,1,2,7,0.2
26-Apr,2,B,A,1,2,1,6,0.2
26-Apr,2,B,A,1,2,1,5,0.2
26-Apr,2,B,A,1,2,1,8,0.2
26-Apr,2,B,A,1,2,2,5,0.2
26-Apr,2,B,A,1,2,2,6,0.2
26-Apr,2,B,A,1,2,2,6,0.2
26-Apr,2,B,A,1,3,1,11,0.2
26-Apr,2,B,A,1,3,1,10,0.2
26-Apr,2,B,A,1,3,1,9,0.2
26-Apr,2,B,A,1,3,2,10,0.2
26-Apr,2,B,A,1,3,2,7,0.2
26-Apr,2,B,A,1,3,2,9,0.2
26-Apr,2,B,A,1,4,1,7,0.2
26-Apr,2,B,A,1,4,1,7,0.2
26-Apr,2,B,A,1,4,1,6,0.2
26-Apr,2,B,A,1,4,2,8,0.2
26-Apr,2,B,A,1,4,2,8,0.2
26-Apr,2,B,A,1,4,2,7,0.2
26-Apr,2,B,A,1,5,1,5,0.2
26-Apr,2,B,A,1,5,1,7,0.2
26-Apr,2,B,A,1,5,1,7,0.2
26-Apr,2,B,A,1,5,2,7,0.2
26-Apr,2,B,A,1,5,2,5,0.2
26-Apr,2,B,A,1,5,2,11,0.2
26-Apr,2,B,A,1,6,1,7,0.2
26-Apr,2,B,A,1,6,1,6,0.2
26-Apr,2,B,A,1,6,1,5,0.2
26-Apr,2,B,A,1,6,2,8,0.2
26-Apr,2,B,A,1,6,2,8,0.2
26-Apr,2,B,A,1,6,2,7,0.2
26-Apr,2,B,A,1,7,1,9,0.2
26-Apr,2,B,A,1,7,1,12,0.2
26-Apr,2,B,A,1,7,1,10,0.2
26-Apr,2,B,A,1,7,2,7,0.2
26-Apr,2,B,A,1,7,2,12,0.2
26-Apr,2,B,A,1,7,2,8,0.2
26-Apr,2,B,A,1,8,1,11,0.2
26-Apr,2,B,A,1,8,1,8,0.2
26-Apr,2,B,A,1,8,1,9,0.2
26-Apr,2,B,A,1,8,2,7,0.2
26-Apr,2,B,A,1,8,2,8,0.2
26-Apr,2,B,A,1,8,2,6,0.2
26-Apr,2,B,A,1,9,1,7,0.2
26-Apr,2,B,A,1,9,1,7,0.2
26-Apr,2,B,A,1,9,1,6,0.2
26-Apr,2,B,A,1,9,2,7,0.2
26-Apr,2,B,A,1,9,2,10,0.2
26-Apr,2,B,A,1,9,2,7,0.2
26-Apr,2,B,A,1,10,1,13,0.2
26-Apr,2,B,A,1,10,1,7,0.2
26-Apr,2,B,A,1,10,1,11,0.2
26-Apr,2,B,A,1,10,2,7,0.2
26-Apr,2,B,A,1,10,2,7,0.2
26-Apr,2,B,A,1,10,2,7,0.2
26-Apr,2,B,A,1,11,1,7,0.2
26-Apr,2,B,A,1,11,1,8,0.2
26-Apr,2,B,A,1,11,1,9,0.2
26-Apr,2,B,A,1,11,2,8,0.2
26-Apr,2,B,A,1,11,2,8,0.2
26-Apr,2,B,A,1,11,2,10,0.2
26-Apr,2,B,A,1,12,1,8,0.2
26-Apr,2,B,A,1,12,1,6,0.2
26-Apr,2,B,A,1,12,1,7,0.2
26-Apr,2,B,A,1,12,2,10,0.2
26-Apr,2,B,A,1,12,2,7,0.2
26-Apr,2,B,A,1,12,2,5,0.2
26-Apr,2,B,A,1,13,1,10,0.2
26-Apr,2,B,A,1,13,1,11,0.2
26-Apr,2,B,A,1,13,1,10,0.2
26-Apr,2,B,A,1,13,2,13,0.2
26-Apr,2,B,A,1,13,2,14,0.2
26-Apr,2,B,A,1,13,2,11,0.2
26-Apr,2,B,A,1,14,1,9,0.2
26-Apr,2,B,A,1,14,1,11,0.2
26-Apr,2,B,A,1,14,1,11,0.2
26-Apr,2,B,A,1,14,2,7,0.2
26-Apr,2,B,A,1,14,2,6,0.2
26-Apr,2,B,A,1,14,2,10,0.2
26-Apr,2,B,A,1,15,1,12,0.2
26-Apr,2,B,A,1,15,1,10,0.2
26-Apr,2,B,A,1,15,1,6,0.2
26-Apr,2,B,A,1,15,2,12,0.2
26-Apr,2,B,A,1,15,2,10,0.2
26-Apr,2,B,A,1,15,2,9,0.2
26-Apr,2,B,A,1,16,1,10,0.2
26-Apr,2,B,A,1,16,1,9,0.2
26-Apr,2,B,A,1,16,1,9,0.2
26-Apr,2,B,A,1,16,2,9,0.2
26-Apr,2,B,A,1,16,2,7,0.2
26-Apr,2,B,A,1,16,2,8,0.2
26-Apr,2,B,A,1,17,1,10,0.2
26-Apr,2,B,A,1,17,1,10,0.2
26-Apr,2,B,A,1,17,1,11,0.2
26-Apr,2,B,A,1,17,2,12,0.2
26-Apr,2,B,A,1,17,2,8,0.2
26-Apr,2,B,A,1,17,2,12,0.2
26-Apr,2,B,A,1,18,1,11,0.2
26-Apr,2,B,A,1,18,1,9,0.2
26-Apr,2,B,A,1,18,1,12,0.2
26-Apr,2,B,A,1,18,2,8,0.2
26-Apr,2,B,A,1,18,2,8,0.2
26-Apr,2,B,A,1,18,2,10,0.2
26-Apr,2,B,A,1,19,1,10,0.2
26-Apr,2,B,A,1,19,1,10,0.2
26-Apr,2,B,A,1,19,1,8,0.2
26-Apr,2,B,A,1,19,2,11,0.2
26-Apr,2,B,A,1,19,2,7,0.2
26-Apr,2,B,A,1,19,2,9,0.2
26-Apr,2,B,A,1,20,1,8,0.2
26-Apr,2,B,A,1,20,1,8,0.2
26-Apr,2,B,A,1,20,1,9,0.2
26-Apr,2,B,A,1,20,2,12,0.2
26-Apr,2,B,A,1,20,2,9,0.2
26-Apr,2,B,A,1,20,2,11,0.2
3-May,3,B,C,1,1,1,16,0.2
3-May,3,B,C,1,1,1,13,0.2
3-May,3,B,C,1,1,1,13,0.2
3-May,3,B,C,1,1,2,13,0.2
3-May,3,B,C,1,1,2,14,0.2
3-May,3,B,C,1,1,2,14,0.2
3-May,3,B,C,1,2,1,10,0.2
3-May,3,B,C,1,2,1,14,0.2
3-May,3,B,C,1,2,1,10,0.2
3-May,3,B,C,1,2,2,13,0.2
3-May,3,B,C,1,2,2,14,0.2
3-May,3,B,C,1,2,2,12,0.2
3-May,3,B,C,1,3,1,12,0.2
3-May,3,B,C,1,3,1,17,0.2
3-May,3,B,C,1,3,1,15,0.2
3-May,3,B,C,1,3,2,13,0.2
3-May,3,B,C,1,3,2,14,0.2
3-May,3,B,C,1,3,2,18,0.2
3-May,3,B,C,1,4,1,11,0.2
3-May,3,B,C,1,4,1,14,0.2
3-May,3,B,C,1,4,1,11,0.2
3-May,3,B,C,1,4,2,15,0.2
3-May,3,B,C,1,4,2,14,0.2
3-May,3,B,C,1,4,2,12,0.2
3-May,3,B,C,1,5,1,13,0.2
3-May,3,B,C,1,5,1,15,0.2
3-May,3,B,C,1,5,1,15,0.2
3-May,3,B,C,1,5,2,13,0.2
3-May,3,B,C,1,5,2,18,0.2
3-May,3,B,C,1,5,2,18,0.2
3-May,3,B,C,1,6,1,15,0.2
3-May,3,B,C,1,6,1,16,0.2
3-May,3,B,C,1,6,1,12,0.2
3-May,3,B,C,1,6,2,12,0.2
3-May,3,B,C,1,6,2,16,0.2
3-May,3,B,C,1,6,2,17,0.2
3-May,3,B,C,1,7,1,13,0.2
3-May,3,B,C,1,7,1,11,0.2
3-May,3,B,C,1,7,1,11,0.2
3-May,3,B,C,1,7,2,13,0.2
3-May,3,B,C,1,7,2,18,0.2
3-May,3,B,C,1,7,2,15,0.2
